id,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,bed_type,price,price_r,minimum_nights,review,reviews_per_month
10988680,Mission District,37.75418395,-122.4065138,Private room,2,1,1,Real Bed,49,Low,1,Very High,0.07
8053481,Mission District,37.75416621,-122.4215336,Entire home/apt,4,2,3,Real Bed,220,High,3,High,0.49
14011173,Mission District,37.75850584,-122.4061523,Private room,1,1,1,Real Bed,100,Low,7,Medium,0.27
16142131,Mission District,37.75654875,-122.4220251,Entire home/apt,4,1,2,Real Bed,117,Medium,4,Very High,0.48
936209,Mission District,37.75949488,-122.4248737,Private room,1,1,1,Real Bed,162,High,2,High,1.27
7048973,Mission District,37.76099687,-122.4131237,Entire home/apt,4,2,2,Real Bed,230,High,2,Medium,0.35
7998215,Mission District,37.75054282,-122.4165585,Private room,2,1,1,Real Bed,173,High,1,Very High,2.56
10406646,Mission District,37.75724642,-122.4093147,Entire home/apt,4,2,3,Real Bed,250,High,2,Medium,2.77
4558566,Mission District,37.74932935,-122.4107925,Entire home/apt,6,3,4,Real Bed,300,Very High,3,Medium,0.83
2771688,Mission District,37.7513531,-122.4176588,Entire home/apt,4,2,2,Real Bed,189,High,30,Medium,3.67
5020057,Mission District,37.75199246,-122.4042105,Private room,2,1,1,Real Bed,130,Medium,2,High,4.36
4925354,Mission District,37.76652079,-122.4246601,Private room,1,1,1,Real Bed,95,Low,1,Medium,3.11
13863669,Mission District,37.75995514,-122.4241064,Entire home/apt,6,3,3,Real Bed,325,Very High,2,Medium,1.95
5394755,Mission District,37.75870167,-122.42124,Private room,3,1,2,Real Bed,119,Medium,3,Medium,3.43
8861480,Mission District,37.76147949,-122.4157135,Private room,2,1,1,Real Bed,134,Medium,3,Very High,0.17
14139656,Mission District,37.75939066,-122.4211674,Entire home/apt,6,3,3,Real Bed,490,Very High,2,Very High,1.2
7802522,Mission District,37.74961782,-122.4181314,Private room,2,1,1,Real Bed,140,Medium,1,Very High,0.21
15470227,Mission District,37.75958581,-122.4100011,Entire home/apt,2,1,1,Real Bed,185,High,2,Medium,1.4
1117756,Mission District,37.7505213,-122.4073568,Private room,2,1,1,Real Bed,113,Medium,2,High,6.22
7228772,Mission District,37.76888719,-122.4240599,Entire home/apt,2,0,1,Real Bed,155,High,1,High,0.57
4624467,Mission District,37.75506955,-122.4168171,Private room,2,1,1,Real Bed,169,High,2,High,0.53
856123,Mission District,37.7622065,-122.4198954,Private room,1,1,1,Real Bed,186,High,28,Very High,0.66
9490490,Mission District,37.753852,-122.4111577,Private room,2,1,1,Real Bed,77,Low,1,Very High,0.18
865873,Mission District,37.76251893,-122.4242846,Entire home/apt,4,2,2,Real Bed,250,High,5,High,0.3
6834158,Mission District,37.76531007,-122.4246905,Entire home/apt,3,0,1,Real Bed,235,High,1,High,0.46
13846498,Mission District,37.76362666,-122.4253853,Private room,2,1,1,Real Bed,80,Low,1,Low,0.23
1101403,Mission District,37.7681406,-122.4253676,Entire home/apt,5,2,3,Real Bed,300,Very High,2,Very High,0.5
15566812,Mission District,37.75866765,-122.42388,Entire home/apt,3,1,2,Real Bed,200,High,7,Very High,0.22
16173016,Mission District,37.76148205,-122.4092539,Entire home/apt,2,1,1,Real Bed,200,High,1,Medium,1.6
63405,Mission District,37.75399609,-122.4177063,Entire home/apt,2,1,1,Real Bed,125,Medium,2,Medium,1.89
17697262,Mission District,37.75813182,-122.4141177,Private room,2,1,2,Real Bed,79,Low,1,Very High,3
13043340,Mission District,37.75754497,-122.4201252,Entire home/apt,2,0,1,Real Bed,115,Medium,5,High,0.47
2049672,Mission District,37.76249605,-122.422603,Entire home/apt,6,4,4,Real Bed,575,Very High,4,Medium,0.33
16272594,Mission District,37.7580424,-122.4211011,Private room,1,1,1,Airbed,65,Low,2,High,1.91
11259062,Mission District,37.75239754,-122.4244804,Entire home/apt,2,0,1,Real Bed,159,High,1,High,3.52
4533440,Mission District,37.76862344,-122.4244366,Private room,2,1,1,Real Bed,100,Low,3,High,2.71
3379430,Mission District,37.75826018,-122.4083304,Private room,2,1,1,Real Bed,80,Low,1,Very High,0.03
8029798,Mission District,37.75596136,-122.4095302,Private room,1,1,1,Real Bed,75,Low,1,Low,0.1
1623609,Mission District,37.75942336,-122.4075424,Private room,2,1,1,Real Bed,155,High,3,High,3.17
16324639,Mission District,37.75993231,-122.4213667,Entire home/apt,4,2,2,Real Bed,250,High,3,Medium,1.29
17501306,Mission District,37.77021195,-122.4228986,Private room,2,1,1,Real Bed,55,Low,1,High,7.5
591431,Mission District,37.75065685,-122.4234918,Entire home/apt,6,3,3,Real Bed,450,Very High,3,Medium,0.25
9351735,Mission District,37.74944922,-122.4095556,Entire home/apt,6,3,3,Real Bed,250,High,2,Medium,2.68
1962559,Mission District,37.75375109,-122.4252011,Entire home/apt,4,2,2,Real Bed,150,Medium,2,Very High,0.03
6926901,Mission District,37.75641542,-122.4128513,Entire home/apt,4,2,2,Real Bed,300,Very High,2,High,0.98
1339473,Mission District,37.75440053,-122.412507,Entire home/apt,3,1,1,Real Bed,230,High,6,Medium,0.89
10940485,Mission District,37.75309747,-122.4199679,Private room,2,1,1,Real Bed,115,Medium,1,High,1.85
10792779,Mission District,37.75780405,-122.4214434,Private room,1,1,1,Real Bed,95,Low,3,Medium,0.45
5414237,Mission District,37.74970235,-122.4066375,Private room,2,1,1,Real Bed,90,Low,2,Medium,1.36
6954332,Mission District,37.76645745,-122.4253543,Private room,1,1,1,Couch,95,Low,3,Medium,0.6
815123,Mission District,37.75110865,-122.4187323,Entire home/apt,1,1,1,Real Bed,130,Medium,7,Very High,0.36
1388523,Mission District,37.75526258,-122.4249664,Entire home/apt,2,0,1,Real Bed,4000,Very High,3,Medium,0.91
765914,Mission District,37.75691789,-122.4111644,Entire home/apt,3,1,1,Real Bed,349,Very High,7,High,0.38
225205,Mission District,37.76096715,-122.4231305,Private room,2,1,1,Real Bed,115,Medium,2,Medium,3.43
6795192,Mission District,37.75849371,-122.4157999,Entire home/apt,3,2,1,Real Bed,170,High,7,Very High,0.19
5775177,Mission District,37.74825404,-122.4176816,Private room,2,1,1,Futon,115,Medium,1,Very High,0.79
8907289,Mission District,37.75267808,-122.4075329,Private room,3,1,1,Real Bed,133,Medium,1,High,6.08
13953008,Mission District,37.76455721,-122.4239801,Entire home/apt,2,1,1,Real Bed,232,High,2,High,2.07
8384398,Mission District,37.75618418,-122.421447,Entire home/apt,2,1,1,Real Bed,200,High,1,High,1.48
16363397,Mission District,37.76313587,-122.4079654,Private room,2,1,1,Real Bed,80,Low,1,Very High,1.71
5468024,Mission District,37.74907405,-122.4124016,Private room,1,1,1,Real Bed,99,Low,1,Medium,3.47
1356129,Mission District,37.75083547,-122.4234114,Entire home/apt,2,1,1,Real Bed,145,Medium,2,Medium,3.16
10710892,Mission District,37.75857822,-122.4222351,Entire home/apt,2,1,1,Real Bed,215,High,3,Medium,0.22
16178751,Mission District,37.75913346,-122.4196755,Entire home/apt,2,1,1,Real Bed,185,High,2,Very High,1.92
16351934,Mission District,37.76171887,-122.4234831,Private room,2,1,1,Real Bed,175,High,1,High,3.66
8564563,Mission District,37.76867194,-122.4178576,Entire home/apt,4,2,1,Real Bed,165,High,2,High,1.43
6852699,Mission District,37.76379548,-122.425448,Entire home/apt,2,1,1,Real Bed,149,Medium,1,High,1.08
2074584,Mission District,37.76025251,-122.4166307,Entire home/apt,2,0,1,Real Bed,206,High,3,High,3.16
765739,Mission District,37.75104087,-122.4186658,Entire home/apt,11,5,5,Real Bed,575,Very High,4,Very High,0.18
9525911,Mission District,37.76764528,-122.4239505,Private room,1,1,1,Real Bed,120,Medium,1,Very High,1.02
11650390,Mission District,37.75122694,-122.4183758,Private room,2,1,1,Real Bed,74,Low,2,Very High,0.09
14773204,Mission District,37.76667538,-122.4170325,Private room,2,1,1,Real Bed,105,Medium,2,Medium,5.14
5470034,Mission District,37.76054446,-122.421676,Private room,2,1,1,Real Bed,59,Low,2,Medium,4.37
1814061,Mission District,37.75110161,-122.4241432,Entire home/apt,2,1,1,Real Bed,150,Medium,30,Very High,0.15
2046807,Mission District,37.76045876,-122.4190438,Entire home/apt,2,0,1,Real Bed,149,Medium,5,Medium,2.13
592883,Mission District,37.75731078,-122.4095373,Private room,2,1,1,Real Bed,75,Low,1,Medium,0.4
1093088,Mission District,37.76777714,-122.4243382,Private room,1,1,1,Real Bed,68,Low,4,High,3.4
2502127,Mission District,37.75297177,-122.4128058,Entire home/apt,4,2,2,Real Bed,211,High,2,Medium,1.06
16231927,Mission District,37.75833813,-122.4229128,Entire home/apt,2,1,1,Real Bed,125,Medium,2,Very High,2.19
2043364,Mission District,37.76040329,-122.415501,Entire home/apt,2,1,1,Real Bed,85,Low,10,Medium,0.15
2010572,Mission District,37.75753955,-122.4106128,Private room,3,1,1,Real Bed,97,Low,3,Medium,0.84
176092,Mission District,37.75271742,-122.4093401,Private room,2,1,1,Real Bed,117,Medium,3,High,3.38
10153977,Mission District,37.74851144,-122.4172331,Private room,1,1,1,Real Bed,65,Low,2,Low,0.07
8105974,Mission District,37.75842278,-122.4119598,Entire home/apt,4,2,2,Real Bed,318,Very High,3,High,0.36
9219530,Mission District,37.76403193,-122.4248225,Private room,1,1,1,Real Bed,75,Low,3,Medium,0.18
9884258,Mission District,37.74964663,-122.4175526,Private room,4,1,2,Real Bed,100,Low,1,Low,0.19
7400895,Mission District,37.76945631,-122.4227033,Entire home/apt,2,1,1,Real Bed,285,Very High,3,High,0.85
7974287,Mission District,37.7644722,-122.418478,Private room,2,1,1,Real Bed,89,Low,3,Very High,0.1
13622506,Mission District,37.76896906,-122.4108756,Private room,2,1,1,Real Bed,150,Medium,2,High,4.01
58756,Mission District,37.75991582,-122.4191283,Private room,2,1,1,Real Bed,127,Medium,5,Very High,0.03
1892956,Mission District,37.75446376,-122.4224758,Private room,2,1,1,Real Bed,75,Low,3,Medium,1.21
15150231,Mission District,37.7614406,-122.4213018,Entire home/apt,2,1,1,Real Bed,139,Medium,1,Low,0.52
3695452,Mission District,37.75327879,-122.4118102,Private room,2,1,1,Real Bed,69,Low,1,Very High,0.31
9481209,Mission District,37.75017197,-122.41734,Private room,2,1,1,Real Bed,65,Low,1,Medium,0.24
13085830,Mission District,37.74936883,-122.4223664,Private room,2,1,1,Real Bed,110,Medium,1,Low,0.2
3419211,Mission District,37.74866918,-122.4213935,Entire home/apt,2,1,2,Real Bed,165,High,4,Medium,0.09
273452,Mission District,37.76864954,-122.42457,Entire home/apt,3,2,2,Real Bed,189,High,2,Medium,0.08
5008402,Mission District,37.76601194,-122.4229685,Private room,1,1,1,Real Bed,150,Medium,2,High,0.22
10586068,Mission District,37.75845746,-122.4086654,Entire home/apt,4,2,2,Real Bed,250,High,2,High,2.64
13802791,Mission District,37.757922,-122.4141182,Entire home/apt,6,2,3,Real Bed,250,High,3,High,2.65
8213336,Mission District,37.75877365,-122.4108145,Private room,2,1,1,Real Bed,120,Medium,2,Very High,0.05
2502368,Mission District,37.74979106,-122.4087655,Private room,2,1,1,Real Bed,99,Low,2,Very High,0.14
7492644,Mission District,37.76573017,-122.4209976,Private room,1,1,1,Real Bed,158,High,7,Very High,0.05
3079665,Mission District,37.76058002,-122.4254066,Private room,2,1,1,Real Bed,100,Low,2,Medium,1.01
470686,Mission District,37.7673056,-122.4254201,Private room,2,1,1,Real Bed,125,Medium,1,High,3.03
12906085,Mission District,37.76845419,-122.4216172,Private room,3,1,2,Real Bed,69,Low,1,Low,1.34
8597092,Mission District,37.75696962,-122.4076487,Private room,2,1,1,Real Bed,85,Low,2,Medium,0.56
1060442,Mission District,37.74847017,-122.417238,Entire home/apt,4,2,2,Real Bed,200,High,2,High,0.72
6913294,Mission District,37.75597989,-122.4152521,Private room,2,1,1,Real Bed,115,Medium,3,Medium,1.06
9776134,Mission District,37.77037944,-122.4222524,Private room,2,1,1,Pull-out Sofa,95,Low,3,High,0.43
12266463,Mission District,37.76725835,-122.4223948,Entire home/apt,2,1,1,Real Bed,194,High,30,Medium,2.45
1928125,Mission District,37.75454377,-122.4111001,Entire home/apt,2,1,1,Real Bed,155,High,28,High,0.51
2304925,Mission District,37.75239589,-122.4129407,Private room,2,1,1,Futon,45,Low,2,Medium,0.11
212297,Mission District,37.7674576,-122.4232362,Private room,2,1,1,Real Bed,120,Medium,3,Medium,1.98
11069241,Mission District,37.75796429,-122.4197255,Entire home/apt,6,2,2,Real Bed,150,Medium,2,Very High,0.27
748256,Mission District,37.75495392,-122.4168309,Private room,2,1,1,Real Bed,110,Medium,1,High,7.17
2557977,Mission District,37.74991628,-122.4082173,Private room,2,1,1,Real Bed,135,Medium,3,High,2.85
3985721,Mission District,37.75243517,-122.4152028,Private room,2,1,1,Real Bed,100,Low,1,Medium,0.43
13249335,Mission District,37.75219564,-122.4170061,Private room,2,1,3,Real Bed,100,Low,3,Low,0.31
16673580,Mission District,37.75767012,-122.4174079,Private room,2,1,1,Real Bed,70,Low,2,High,2.34
4500244,Mission District,37.75742313,-122.4236494,Entire home/apt,2,0,1,Real Bed,145,Medium,4,Medium,0.31
715543,Mission District,37.76374505,-122.4124976,Entire home/apt,4,2,2,Real Bed,180,High,3,Very High,0.08
4295657,Mission District,37.75886312,-122.423116,Entire home/apt,5,3,4,Real Bed,300,Very High,5,Very High,0.25
224579,Mission District,37.75631937,-122.404779,Entire home/apt,3,1,2,Real Bed,150,Medium,2,High,0.36
3042598,Mission District,37.74852106,-122.4212581,Entire home/apt,1,0,1,Real Bed,126,Medium,3,Medium,0.63
9465129,Mission District,37.75574133,-122.4115589,Entire home/apt,6,2,2,Real Bed,100,Low,1,Very High,0.06
7351575,Mission District,37.76012321,-122.4250197,Private room,1,1,1,Real Bed,99,Low,3,High,0.5
6600081,Mission District,37.75300435,-122.403943,Private room,1,1,1,Real Bed,85,Low,5,High,4.29
7679171,Mission District,37.75298744,-122.4242477,Entire home/apt,2,0,1,Real Bed,150,Medium,3,High,0.46
4730033,Mission District,37.77002888,-122.4237134,Entire home/apt,2,1,1,Real Bed,255,Very High,2,Medium,1.28
13282475,Mission District,37.75112586,-122.4230647,Entire home/apt,4,2,3,Real Bed,150,Medium,2,High,4.33
9350318,Mission District,37.75498191,-122.4193609,Private room,2,1,1,Real Bed,65,Low,1,Medium,0.18
9759420,Mission District,37.74905921,-122.4182666,Entire home/apt,8,4,4,Real Bed,700,Very High,5,Medium,0.29
6466197,Mission District,37.75695181,-122.4116516,Entire home/apt,4,2,2,Real Bed,240,High,4,Medium,2.17
4614763,Mission District,37.75300727,-122.4040496,Entire home/apt,4,1,3,Real Bed,175,High,3,High,6.42
15346313,Mission District,37.75646678,-122.4164391,Entire home/apt,6,3,3,Real Bed,275,Very High,4,High,2.14
8670481,Mission District,37.75349384,-122.4195855,Entire home/apt,6,3,4,Real Bed,600,Very High,2,High,3.9
15424616,Mission District,37.75317766,-122.4244942,Shared room,1,1,1,Real Bed,42,Low,30,Medium,3.2
7350876,Mission District,37.76108383,-122.425571,Private room,2,1,1,Real Bed,149,Medium,3,Medium,0.3
4155983,Mission District,37.76848691,-122.4206638,Private room,2,1,1,Real Bed,125,Medium,2,High,0.88
17682872,Mission District,37.74981207,-122.4150952,Private room,2,1,1,Real Bed,50,Low,4,Very High,1
2665028,Mission District,37.75781911,-122.4108124,Entire home/apt,2,1,1,Real Bed,165,High,20,High,0.52
16083525,Mission District,37.75603488,-122.4112037,Entire home/apt,15,1,1,Real Bed,500,Very High,1,Very High,0.37
6924852,Mission District,37.76673598,-122.4240911,Entire home/apt,2,1,1,Real Bed,120,Medium,7,Very High,0.1
3376895,Mission District,37.74923178,-122.4190466,Private room,2,1,1,Real Bed,80,Low,1,Medium,2.9
14948841,Mission District,37.7572341,-122.4150385,Entire home/apt,8,4,4,Real Bed,650,Very High,2,High,3.39
17590812,Mission District,37.76873486,-122.4245731,Private room,2,1,1,Real Bed,100,Low,1,Very High,3
3385880,Mission District,37.76952227,-122.4228934,Entire home/apt,4,2,1,Real Bed,250,High,2,Medium,0.32
7596529,Mission District,37.75123663,-122.4104629,Entire home/apt,6,3,3,Real Bed,550,Very High,3,Medium,0.5
1223107,Mission District,37.75862868,-122.4117893,Private room,2,1,1,Real Bed,126,Medium,3,Medium,1.33
5007820,Mission District,37.76485673,-122.4251007,Entire home/apt,5,2,2,Real Bed,341,Very High,2,Medium,2.05
6433637,Mission District,37.74961855,-122.4209382,Shared room,1,1,1,Real Bed,75,Low,5,Medium,0.13
9857891,Mission District,37.76867917,-122.4225395,Entire home/apt,2,1,1,Real Bed,275,Very High,1,High,1.44
10660277,Mission District,37.76740115,-122.4224661,Private room,1,1,1,Real Bed,95,Low,2,Very High,0.57
14969237,Mission District,37.75186531,-122.4194602,Entire home/apt,2,1,1,Real Bed,140,Medium,3,Very High,0.34
27028,Mission District,37.76097556,-122.4215808,Private room,4,1,2,Real Bed,199,High,1,Medium,0.3
8595828,Mission District,37.7615163,-122.4082127,Private room,2,1,1,Real Bed,120,Medium,1,Very High,0.11
16352294,Mission District,37.75040546,-122.4110787,Entire home/apt,6,3,3,Real Bed,250,High,2,Very High,0.91
5253439,Mission District,37.75783386,-122.4130874,Shared room,1,1,1,Real Bed,33,Low,30,High,4.15
3434710,Mission District,37.75908236,-122.418195,Entire home/apt,2,1,1,Real Bed,120,Medium,30,Very High,0.55
14698527,Mission District,37.76277859,-122.4240051,Private room,2,1,1,Real Bed,119,Medium,2,Medium,0.84
14185529,Mission District,37.7501035,-122.414981,Private room,2,1,1,Real Bed,76,Low,1,Medium,0.37
15509687,Mission District,37.76070044,-122.4076222,Entire home/apt,3,1,1,Real Bed,98,Low,30,Very High,0.68
9201794,Mission District,37.76443752,-122.4074289,Entire home/apt,2,1,1,Real Bed,175,High,4,High,1.36
1863106,Mission District,37.76724432,-122.4212892,Private room,2,1,1,Real Bed,79,Low,3,Medium,1.81
16601533,Mission District,37.76490477,-122.4239036,Private room,1,1,1,Real Bed,75,Low,2,Very High,0.36
9345890,Mission District,37.75023463,-122.4149721,Private room,1,1,1,Real Bed,52,Low,7,Medium,0.25
10251,Mission District,37.75874295,-122.413272,Entire home/apt,6,2,3,Real Bed,250,High,3,Medium,2.7
14673975,Mission District,37.76539394,-122.4183993,Private room,2,1,1,Real Bed,95,Low,1,Medium,0.83
10070039,Mission District,37.75967033,-122.4147865,Entire home/apt,6,2,3,Real Bed,325,Very High,3,High,0.41
15853561,Mission District,37.76207429,-122.4063294,Entire home/apt,6,3,3,Real Bed,650,Very High,4,Very High,1.05
187730,Mission District,37.75756728,-122.4193947,Private room,1,1,1,Real Bed,65,Low,3,High,0.96
17590102,Mission District,37.76847404,-122.4251584,Private room,2,1,1,Real Bed,125,Medium,1,Very High,1
9119573,Mission District,37.75975848,-122.4071105,Entire home/apt,6,3,3,Real Bed,325,Very High,1,Medium,1.23
17329609,Mission District,37.75986511,-122.41754,Private room,2,1,1,Real Bed,75,Low,2,Very High,0.7
17464690,Mission District,37.75862522,-122.4196387,Private room,2,1,1,Real Bed,78,Low,2,Very High,1
829185,Mission District,37.77109003,-122.4240191,Entire home/apt,4,2,2,Real Bed,399,Very High,2,High,1.25
943851,Mission District,37.75708418,-122.4080119,Entire home/apt,3,2,2,Real Bed,207,High,5,Very High,0.12
14125801,Mission District,37.7615023,-122.4211684,Entire home/apt,5,2,2,Real Bed,320,Very High,2,Very High,0.87
2188976,Mission District,37.76456493,-122.4138323,Private room,2,1,1,Real Bed,101,Medium,1,Medium,4.33
420160,Mission District,37.76317552,-122.4070776,Private room,2,1,1,Real Bed,99,Low,3,High,1.52
7956829,Mission District,37.75570083,-122.4232314,Entire home/apt,4,2,2,Real Bed,300,Very High,3,High,0.63
1370425,Mission District,37.7487178,-122.4199096,Entire home/apt,2,2,2,Real Bed,202,High,8,Medium,1.43
2255169,Mission District,37.75608406,-122.4225961,Private room,1,1,1,Real Bed,71,Low,2,Medium,1.31
9578797,Mission District,37.76174179,-122.4175331,Entire home/apt,2,1,1,Real Bed,107,Medium,3,Very High,0.32
3238142,Mission District,37.75523738,-122.4219086,Entire home/apt,4,2,2,Real Bed,196,High,2,Medium,4.47
3268637,Mission District,37.76239584,-122.4065616,Private room,1,1,1,Futon,70,Low,1,Medium,8.67
7904207,Mission District,37.75813893,-122.4143756,Private room,3,1,2,Real Bed,170,High,1,Low,0.05
15771352,Mission District,37.75753408,-122.410455,Entire home/apt,4,2,2,Real Bed,225,High,2,Low,2.23
2188919,Mission District,37.76602128,-122.4165001,Private room,2,1,1,Real Bed,99,Low,1,Medium,3.3
6973090,Mission District,37.75503446,-122.4190692,Private room,2,1,1,Real Bed,65,Low,1,Medium,0.14
501057,Mission District,37.74946151,-122.4091694,Entire home/apt,4,2,2,Real Bed,255,Very High,2,High,0.53
3073304,Mission District,37.76299792,-122.4217049,Private room,2,1,1,Real Bed,95,Low,1,High,2.25
7955738,Mission District,37.76450813,-122.4164842,Private room,2,1,1,Real Bed,90,Low,1,Medium,1.31
7256961,Mission District,37.75420874,-122.4177143,Private room,1,1,1,Real Bed,105,Medium,3,Medium,0.25
7873804,Mission District,37.76720776,-122.4171204,Entire home/apt,8,3,4,Real Bed,50,Low,3,Medium,0.16
8742154,Mission District,37.75171999,-122.4138625,Entire home/apt,6,3,3,Real Bed,463,Very High,4,High,0.4
2319598,Mission District,37.75559219,-122.4227863,Entire home/apt,4,2,2,Real Bed,195,High,30,Medium,0.85
3105998,Mission District,37.75228981,-122.4159339,Entire home/apt,2,1,1,Real Bed,200,High,3,High,0.23
7565515,Mission District,37.76649136,-122.4065846,Private room,1,1,1,Real Bed,120,Medium,4,Very High,0.05
5007321,Mission District,37.7656085,-122.4200594,Entire home/apt,6,3,3,Real Bed,239,High,1,High,3.9
9480122,Mission District,37.75135009,-122.4235024,Private room,2,1,1,Real Bed,140,Medium,2,High,1.49
6924208,Mission District,37.75315747,-122.4051128,Entire home/apt,5,2,3,Real Bed,195,High,3,Medium,0.37
7940010,Mission District,37.75043561,-122.413185,Private room,1,1,1,Real Bed,160,High,5,Very High,0.05
9242110,Mission District,37.76635223,-122.4211437,Entire home/apt,4,1,2,Real Bed,129,Medium,2,Medium,0.32
386966,Mission District,37.75658265,-122.4169822,Entire home/apt,4,2,2,Real Bed,260,Very High,3,High,0.22
17639292,Mission District,37.76766368,-122.424679,Private room,2,1,1,Real Bed,200,High,1,Very High,3
625935,Mission District,37.75701828,-122.4212952,Entire home/apt,2,0,1,Real Bed,140,Medium,3,High,2.44
802839,Mission District,37.75924925,-122.4230581,Entire home/apt,6,3,3,Real Bed,300,Very High,5,Very High,0.94
5858486,Mission District,37.76264179,-122.4199421,Entire home/apt,2,1,1,Real Bed,168,High,1,Very High,0.04
10767017,Mission District,37.76235785,-122.4238459,Entire home/apt,7,4,4,Real Bed,575,Very High,2,High,1.16
1112462,Mission District,37.76164834,-122.4205553,Entire home/apt,3,2,2,Real Bed,350,Very High,3,Very High,0.25
11674758,Mission District,37.76563516,-122.4174603,Private room,2,1,1,Real Bed,135,Medium,2,Medium,3.98
648308,Mission District,37.75162534,-122.4177249,Private room,1,1,1,Real Bed,100,Low,1,Medium,0.27
10232789,Mission District,37.76249149,-122.4202518,Private room,1,1,1,Real Bed,97,Low,2,Very High,0.57
14181323,Mission District,37.76746906,-122.4241287,Entire home/apt,2,0,1,Real Bed,139,Medium,25,Medium,0.48
12624810,Mission District,37.75522009,-122.4154076,Private room,2,1,1,Real Bed,120,Medium,3,Medium,0.43
5628824,Mission District,37.74880339,-122.4210351,Entire home/apt,1,1,1,Real Bed,220,High,2,Very High,0.04
1471146,Mission District,37.76742485,-122.423743,Private room,2,1,1,Real Bed,110,Medium,1,High,0.93
7309656,Mission District,37.75347337,-122.4193957,Entire home/apt,5,2,3,Real Bed,295,Very High,2,High,2.69
5196399,Mission District,37.7568687,-122.4146032,Shared room,1,1,1,Real Bed,55,Low,2,High,4.28
4777415,Mission District,37.75945121,-122.4233564,Entire home/apt,4,2,2,Real Bed,325,Very High,3,Very High,0.23
10708414,Mission District,37.7611278,-122.4221764,Entire home/apt,4,1,2,Real Bed,190,High,14,Very High,0.17
9545064,Mission District,37.75072511,-122.4149275,Private room,2,1,1,Real Bed,109,Medium,1,Medium,5.18
2198399,Mission District,37.76514597,-122.4160758,Private room,2,1,1,Real Bed,99,Low,1,Medium,4.69
779109,Mission District,37.75029025,-122.4215714,Private room,3,1,1,Real Bed,160,High,1,Medium,2.59
9921369,Mission District,37.75206557,-122.4220245,Private room,1,1,1,Real Bed,49,Low,5,Medium,1.24
5202735,Mission District,37.74994293,-122.4172164,Entire home/apt,2,2,2,Real Bed,189,High,3,High,2.96
2182851,Mission District,37.76521165,-122.4165293,Private room,2,1,1,Real Bed,105,Medium,1,Medium,5
4661955,Mission District,37.75015862,-122.4128977,Entire home/apt,3,1,1,Real Bed,195,High,2,High,2.13
10074911,Mission District,37.75742589,-122.4085392,Entire home/apt,4,2,2,Real Bed,190,High,3,Low,0.33
9593505,Mission District,37.76051646,-122.4096362,Entire home/apt,4,3,3,Real Bed,350,Very High,2,High,1.93
16812656,Mission District,37.76891477,-122.4179894,Private room,2,1,1,Real Bed,95,Low,2,High,4.09
16310932,Mission District,37.75912096,-122.4243675,Private room,4,2,2,Real Bed,200,High,2,Very High,0.3
17097361,Mission District,37.76557474,-122.426239,Entire home/apt,1,0,1,Real Bed,125,Medium,5,Medium,1.87
7004802,Mission District,37.76998771,-122.4226806,Entire home/apt,4,2,2,Real Bed,245,High,2,High,0.97
12952172,Mission District,37.76222242,-122.4078375,Entire home/apt,4,2,2,Real Bed,189,High,30,Medium,2.29
10969673,Mission District,37.75649047,-122.4255064,Entire home/apt,2,1,1,Real Bed,250,High,2,Very High,0.35
6481492,Mission District,37.7552773,-122.4104774,Entire home/apt,6,2,3,Real Bed,375,Very High,2,Medium,0.14
8114515,Mission District,37.76992689,-122.4228783,Private room,2,1,1,Real Bed,118,Medium,3,Very High,0.11
10528294,Mission District,37.76094674,-122.4209833,Private room,2,1,1,Real Bed,130,Medium,2,High,2.78
3384413,Mission District,37.76010961,-122.4185262,Entire home/apt,4,2,2,Real Bed,327,Very High,2,Medium,1.07
905399,Mission District,37.74874493,-122.4182491,Private room,2,1,2,Real Bed,80,Low,7,High,1.75
1877071,Mission District,37.75412286,-122.4062341,Entire home/apt,2,1,1,Real Bed,175,High,4,Low,0.03
17736082,Mission District,37.75548251,-122.4252203,Private room,1,1,1,Real Bed,61,Low,1,Very High,4
8594468,Mission District,37.76760458,-122.4189063,Private room,2,1,1,Real Bed,99,Low,5,High,0.47
9471413,Mission District,37.76066624,-122.4246374,Entire home/apt,4,2,2,Real Bed,250,High,3,Very High,0.62
8167990,Mission District,37.75514538,-122.4196644,Private room,2,1,1,Real Bed,135,Medium,2,Medium,1
10297903,Mission District,37.7701263,-122.4216067,Entire home/apt,2,1,1,Real Bed,175,High,14,High,0.93
991765,Mission District,37.75570344,-122.4115061,Entire home/apt,6,3,4,Real Bed,250,High,3,High,0.65
14981892,Mission District,37.75356104,-122.4107865,Entire home/apt,2,1,1,Real Bed,275,Very High,1,Low,0.65
15328485,Mission District,37.76830528,-122.420741,Private room,2,1,1,Real Bed,70,Low,1,Medium,5.64
8833630,Mission District,37.75279882,-122.4166892,Private room,1,1,1,Real Bed,75,Low,4,Medium,0.13
1499630,Mission District,37.74994308,-122.4164356,Entire home/apt,4,2,2,Real Bed,250,High,4,High,0.3
1970257,Mission District,37.75114043,-122.4078588,Entire home/apt,2,1,1,Real Bed,240,High,3,High,0.47
487499,Mission District,37.76098575,-122.4218298,Entire home/apt,2,1,1,Real Bed,195,High,3,High,2.91
3377847,Mission District,37.75717107,-122.409813,Private room,2,1,1,Real Bed,60,Low,1,Medium,0.03
